Coin,Description,Rank,Market capitalization,Market capitalization - Currency,Social dominance %,Category
SG,SocialGood,2553,518129.00289573,USD,,
HVLO,Hivello,2554,513111.9780204072,USD,,
PDEX,Polkadex,2555,511832.64,USD,0.009398472040189412,"Decentralized exchange, DeFi, Exchange tokens"
TOMA,Tomarket,2556,510516.60660000006,USD,,"Gaming, Tap to earn"
LYUM,Layerium,2557,510030,USD,,
ITHEUM,Itheum,2558,509205.74372480006,USD,0.0002574923846627236,"Gaming, NFTs and collectibles, Metaverse, DAO"
EXPERT,EXPERT_MONEY,2559,508833.10694113554,USD,,Memes
TRUST,TRUST THE PROCESS,2560,508377.62230674,USD,,Memes
SARM,Stella Armada,2561,506175.00000000006,USD,,
ECLD,Ethernity CLOUD,2562,505368.5771251,USD,0.0002574923846627236,DePIN
AUTISM,$AUTISM,2563,505283.37493959995,USD,,
ENF,enfineo,2564,498841.47553185007,USD,,
BGSOL,Bitget SOL Staking,2565,507304.8701615172,USD,,Rehypothecated assets
SKEB,Skeb Coin,2566,503417.65422933,USD,0.001287461923313618,
YOURAI,YOUR AI,2567,502969.20637320005,USD,,Data management and AI
LIMO,Limoverse,2568,497106.17696504114,USD,,
DOGEVERSE,DogeVerse,2569,496030,USD,,
DAFI,DAFI Protocol,2570,495139.0870746901,USD,0.0001287461923313618,DeFi
MEPAD,MemePad,2571,484287.28377100005,USD,,Memes
FIGHT,FIGHT TO MAGA,2572,493030,USD,0.011715903502153924,Memes
ALPHA,Alpha,2573,490029.33110905,USD,,Memes
VEXT,Veloce,2574,485154.22972899606,USD,0.0060510710395740045,"Gaming, Social media and content, Loyalty and rewards, Sports, Web3, Real-world assets"
XI,Xi Token,2575,485034.10000000003,USD,,
DFYN,Dfyn Network,2576,483357.0410132908,USD,0.0007724771539881708,"Decentralized exchange, DeFi"
INFRA,Bware,2577,484595.52707,USD,0.04441743635431982,"Distributed computing and storage, DePIN"
NIZA,Niza Global,2578,482078.40711630596,USD,0.0007724771539881708,
BERRY,Strawberry In Bloom,2579,482994.189,USD,,Memes
CBPAY,CBPAY Global,2580,482055.59031805,USD,0.001931192884970427,
AIX,ALIENX,2581,481650,USD,,
NWS,Nodewaves,2582,477630.03120029997,USD,,
SWAN,Swan Chain,2583,474202.39999999997,USD,,
BIST,Bistroo,2584,478189.24369299994,USD,0.0023174314619645122,"Loyalty and rewards, E-commerce, Marketplace, Web3"
FORWARD,Forward Protocol,2585,484512.81323637,USD,0.0009012233463195326,
FCON,SpaceFalcon,2586,477293.763615488,USD,0.01081468015583439,
INF,Infinaeon,2587,467543.41016910796,USD,,Smart contract platforms
CATCH,SpaceCatch,2588,470392.88945899997,USD,0.004377370539266301,
TREEINCAT,Tree Stuck In Cat,2589,476704.758167385,USD,,Memes
PLYR,PLYR L1,2590,476113.3819946,USD,0.0027036700389585977,
DOSE,DOSE,2591,482452.69659462996,USD,0.021371867927006058,"Gaming, NFTs and collectibles, Move to earn, Health"
PEANUT,#1 Tiktok Squirrel,2592,485009.30959026003,USD,,Memes
MARS,Mars,2593,471635.55899999995,USD,,
CLS,Coldstack,2594,457844.365128,USD,0.0866461874390065,"Distributed computing and storage, DePIN"
ROOBEE,ROOBEE,2595,469317.1124934,USD,0.0024461776542958743,Data management and AI
VMPX,VMPX (Ordinals),2596,467115.7872,USD,0.001931192884970427,
ANDREA,Andrea Von Speed,2597,470650.77468906,USD,,Memes
TRN,t3rn,2598,476164.04000000004,USD,,
ZORO,ZoRobotics,2599,449434.25381634635,USD,,DeFi
RET,Renewable Energy Token,2600,464940.28046750795,USD,0.011072172540497114,
SUNWUKONG,SunWukong,2601,460330,USD,,Memes
MOONEY,MoonDAO,2602,461517.5225406834,USD,,
LIXX,Libra Incentix,2603,457025,USD,,
STIX,STIX,2604,458030,USD,,
OFN,Openfabric AI,2605,463375.91582826024,USD,0.02162936031166878,"Internet of things, Data management and AI, Marketplace, DAO"
SUGAR,Sugar boy,2606,455998.7514,USD,,Memes
STND,Standard,2607,453059.457785,USD,0.011715903502153924,"Stablecoins, Asset-backed stablecoins, Algorithmic stablecoins, Oracles, DeFi, DAO"
BLS,BloodLoop,2608,455882.207313,USD,0.015063304502769331,Gaming
PINE,Pine,2609,452788.59917969996,USD,,
FLX,Reflexer Ungovernance Token,2610,452533.0396,USD,0.0021886852696331506,"Stablecoins, Asset-backed stablecoins, Smart contract platforms, Derivatives, DeFi, Web3, DAO"
AKRO,Kaon,2611,450186.55324440356,USD,0.0002574923846627236,"Lending and borrowing, DeFi, DAO"
ARV,Ariva,2612,449568.45756891597,USD,0.0015449543079763416,"Payments, Social media and content, Tourism"
KRO,Kroma,2613,449419.63504340005,USD,,"Scaling, Web3"
EYWA,EYWA,2614,448647.5072654,USD,0.0024461776542958743,"Decentralized exchange, DeFi, Exchange tokens"
NGL,Gold Fever,2615,454089.10262200003,USD,,"Gaming, NFTs and collectibles"
PERC,Perion,2616,445293.4818685723,USD,0.005536086270248557,
FLAT,Flat Earth,2617,446999.01114276005,USD,0.01377584257945571,Memes
BVM,Bitcoin Virtual Machine,2618,444779.86532,USD,0.0009012233463195326,
AIX9,AthenaX9,2619,442758.6022587,USD,,
DOGE,Department of Gov Efficiency,2620,447029.910594,USD,,Memes
BIAO,BIAO,2621,445429.99732742005,USD,,Memes
LADYF,Milady Wif Hat,2622,441263.89595315384,USD,0.0007724771539881708,Memes
KALIS,KALICHAIN,2623,444509.57004302804,USD,,
ARTFI,ARTFI,2624,440278.8096,USD,0.0042486243469349394,Real-world assets
NEI,Neurashi,2625,442066.5996373,USD,0.005922324847242643,"Data management and AI, Social media and content"
CLASH,Clashub,2626,439382.5874988,USD,,Gaming
AIAGENT,Casper AI,2627,437479.822604,USD,,
DOGEAI,DOGE AI,2628,429960,USD,,Memes
VES,Vestate,2629,435008.63999999996,USD,0.0015449543079763416,Real estate
ONDOAI,Ondo DeFAI,2630,435230,USD,,Data management and AI
RFUEL,RioDeFi,2631,430171.72110566497,USD,0.0014162081156449799,
FSN,Fusion,2632,427263.4702871103,USD,0.0014162081156449799,"Payments, DeFi"
BFT,Brazil National Football Team Fan Token,2633,422840.66000000003,USD,0.022530583657988313,"Sports, Fan tokens"
GVL,Greever,2634,424274.39999999997,USD,,
JEFF,Jeff World,2635,425334.9902221,USD,,"Gaming, NFTs and collectibles, Metaverse"
TST,Teleport System Token,2636,425000.00000000006,USD,,
ROOST,Roost Coin,2637,421461.66813183,USD,0.01004220300184622,Memes
NYAN,Nyan Heroes,2638,443590.92591,USD,0.01789572073405929,Gaming
LSS,Lossless,2639,420323.90419068636,USD,0.002059939077301789,"Data management and AI, Cybersecurity"
PIP,Pip,2640,413801.7081669055,USD,0.0448036749313139,Payments
EMRLD,The Emerald Company,2641,414840,USD,,
AEG,Aether Games,2642,416282.016,USD,0.02716544658191734,Gaming
SOULS,Unfettered Ecosystem,2643,412879.6286352,USD,0.0042486243469349394,"Gaming, NFTs and collectibles, Interoperability, Metaverse, Web3, DAO"
DARK,Dark Frontiers,2644,414095.3665155,USD,0.03244404046750317,"Gaming, Metaverse"
E4C,E4C,2645,407920,USD,0.0002574923846627236,Gaming
FEARNOT,FEAR NOT,2646,406411.7814,USD,0.0001287461923313618,Memes
CHAPZ,Chappyz,2647,409058.24375675997,USD,0.0005149847693254472,"Data management and AI, Social media and content, Marketplace"
GEC,Gecko Inu,2648,404712.46617094753,USD,0.0018024466926390651,Memes
MTS,Meta Plus Token,2649,404525,USD,,
ZAP,Zap,2650,403830.6495965,USD,0.013260857810130266,"Oracles, DeFi"
CFI,CyberFi Token,2651,403440,USD,0.0028324162312899598,DeFi
PMG,Pomerium,2652,402189.91607926245,USD,0.0009012233463195326,"Gaming, Web3"
AIFUN,AI Agent Layer,2653,401478.8544351,USD,0.03656391862210675,Data management and AI
MBD,MBD Financials,2654,391729.53547742,USD,0.006179817231905366,"Gaming, Data management and AI, Social media and content, DeFi, Metaverse, E-commerce, Real estate, Marketplace, Real-world assets"
LYNX,Lynex,2655,400472.30436,USD,0.0072097867705562604,
TRAVA,TRAVA.FINANCE,2656,399729.1583256134,USD,0.009655964424852134,"Data management and AI, Lending and borrowing, DeFi, Web3"
FEAR,Fear,2657,394894.27118299995,USD,0.014548319733443884,"Gaming, NFTs and collectibles, Metaverse"
EMR,Emorya Finance,2658,408584.5853342,USD,,
MIND,Morpheus Infrastructure Node,2659,396225.846036,USD,0.048537314508923395,"Smart contract platforms, Gaming, Data management and AI, Enterprise solutions, Metaverse, Web3"
MOSS,MOSS AI,2660,399865.7017458205,USD,,
ELIZA,Eliza (ai16zeliza),2661,397510.31045434,USD,0.020599390773017888,"Memes, Data management and AI"
RUM,RUM - Pirates of Arrland Token,2662,395715.8728875,USD,,
POLC,Polkacity,2663,396033.05113350006,USD,,"Gaming, NFTs and collectibles, Metaverse"
PGPT,PrivateAI,2664,394699.99605300004,USD,,
KANG,Kangamoon,2665,393020,USD,,
CSM,Crust Shadow,2666,392600,USD,,
WATER,Waterfall,2667,391990.3226329437,USD,,
KOII,Koii,2668,389626.5271319442,USD,,
RICH,GET RICH QUICK,2669,389960,USD,,Memes
GAU,Gamer Arena,2670,389381.890614666,USD,,Gaming
ARW,Arowana Token,2671,389175.27584728005,USD,,
APED,APED,2672,387088.10946,USD,0.003862385769940854,Memes
KLS,Karlsen,2673,386345.28127041366,USD,0.011200918732828476,Smart contract platforms
EDEN,Eden,2674,382343.524538,USD,0.010557187771171667,
BONKERS,Bonkers Meme Token,2675,386632.88858134,USD,,"Memes, Gaming, NFTs and collectibles, Metaverse"
BABYBNB,Baby BNB,2676,380253.1612903226,USD,0.0027036700389585977,Memes
DLC,DeepLink Protocol,2677,381484.7172,USD,,
DEEPSEEK,Global DePIN Chain,2678,377327.7,USD,,"Memes, Data management and AI"
RABI,RABI,2679,376320,USD,0.0009012233463195326,DeFi
DOGGY,DOGGY,2680,375646.90562726336,USD,0.0029611624236213214,"Memes, NFTs and collectibles"
CAU,Canxium,2681,374546.55960000004,USD,0.0042486243469349394,
SEED,SEED,2682,373470.3219712,USD,,"Gaming, Social media and content, Tap to earn"
GRBE,Green Beli,2683,374420,USD,,
COM,BRC20.COM,2684,372981,USD,,
GINNAN,Ginnan The Cat,2685,374104.1112011632,USD,0.0002574923846627236,Memes
EJS,Enjinstarter,2686,377093.55175683874,USD,,"Gaming, NFTs and collectibles, Metaverse"
BSSB,BitStable,2687,374410.36680256,USD,0.006179817231905366,
IVFUN,Invest Zone,2688,365669.93692152,USD,0.0002574923846627236,Memes
MONI,Monsta Infinite,2689,365275.5612300259,USD,0.01660825881074567,"Gaming, NFTs and collectibles, Metaverse"
MEI,Mei Solutions,2690,368037.2397626,USD,,
MEMHASH,MEMHASH,2691,362852.64685704,USD,,"Gaming, Social media and content"
CAI,Catalyse AI,2692,362020,USD,,Memes
ASI,Sender,2693,358020,USD,,
POR,Portuma,2694,354653.599648828,USD,,
GORILLA,Gorilla,2695,357807.8285704724,USD,0.015063304502769331,NFTs and collectibles
SPEED,real fast,2696,360777.26179683,USD,,Memes
VT,VTRADING,2697,355761,USD,,
ANALOS,analoS,2698,353708.2844400855,USD,0.010943426348165754,Memes
BBT,BitBook,2699,353449.62468375004,USD,,
CHMPZ,Chimpzee,2700,351261.695045295,USD,,Memes
DREAMS,Dreams Quest,2701,351938.41731228,USD,0.014548319733443884,"Gaming, NFTs and collectibles"
IDEA,Ideaology,2702,357719.99992845603,USD,0.031027832351858194,Fundraising
LOWB,Loser Coin,2703,349257.38724808465,USD,0.0034761471929467685,Memes
MOONED,MoonEdge,2704,348869.95147273503,USD,0.012745873040804817,
YAY,YAY Network,2705,348020.2348875,USD,,
ELK,Elk Finance,2706,342167.24239599996,USD,0.0034761471929467685,
INFOFI,WAGMI HUB,2707,333020,USD,,"Memes, Web3, DAO"
XOXO,XO Protocol,2708,344195.39999999997,USD,,"Data management and AI, Social media and content"
GQ,Blink Galaxy,2709,344159.36956134974,USD,0.005922324847242643,"Gaming, Metaverse"
NAFT,Nafter,2710,342314.86227147,USD,,NFTs and collectibles
QUILL,Ink Finance,2711,340020,USD,,
SWOP,Swop,2712,337826.96038074046,USD,,
BETA,Beta Finance,2713,337364,USD,0.0158357816567575,Lending and borrowing
SENSO,SENSO,2714,337593.9668461,USD,0.0029611624236213214,"Gaming, Metaverse"
TOKO,Tokoin,2715,336596.73558093,USD,0.006694802001230813,
WSB,WALL STREET BABY,2716,336131.53358226863,USD,0.01712324358007112,Memes
SHIBA,BitShiba,2717,334519.9254316972,USD,,Memes
SCPT,Script Network,2718,327591.1965363945,USD,0.0056648324625799195,
UNO,Lunos,2719,330985.1632593,USD,0.07493028393685257,"Data management and AI, Insurance, DeFi, Real-world assets"
ASH,AshSwap,2720,332361.3325604,USD,,
GRV,Grove Coin,2721,329387.689107,USD,0.001931192884970427,DeFi
FISHW,Fishwar,2722,327118.48974627,USD,,Gaming
VIDT,VIDT DAO,2723,401641.52958064,USD,0.01364709638712435,"Smart contract platforms, Gaming, Internet of things, Data management and AI, NFTs and collectibles, Interoperability, Enterprise solutions, Cybersecurity, Web3"
SORA,Sora,2724,326220,USD,0.013260857810130266,Memes
FONE,FONE,2725,316142.4,USD,,
BAKED,Baked,2726,279020,USD,,Memes
PRISM,Prism,2727,322876.38839033997,USD,0.00643730961656809,DAO
VEMP,VEMP,2728,321069.0951638259,USD,0.0009012233463195326,"Gaming, NFTs and collectibles, Social media and content, DeFi, Metaverse, Real estate, DAO"
NOC,Nono Coin,2729,315220,USD,,
KLAUS,Klaus,2730,319920,USD,0.004119878154603578,"Memes, Data management and AI"
DIGG,DIGG,2731,319349.93542102625,USD,0.005536086270248557,"Algorithmic stablecoins, DeFi"
SOS,OpenDAO,2732,313820,USD,0.04081254296904169,"NFTs and collectibles, Social media and content, DAO"
VRT,Venus Reward Token,2733,317701.72677628,USD,,"Lending and borrowing, DeFi"
ROOK,Rook,2734,316847.4466378501,USD,0.000643730961656809,"Decentralized exchange, DeFi"
PAYU,Platform of meme coins,2735,316436.69663827156,USD,,
X2Y2,X2Y2,2736,316309.049623259,USD,,
APPLE,Dog with apple in mouth,2737,317013.3695267,USD,,Memes
HERE,SphereX,2738,368118,USD,,"Decentralized exchange, Exchange tokens"
WRKX,Web3Workx,2739,315535.6421,USD,,NFTs and collectibles
PRX,Parex,2740,313516.374799,USD,0.004763609116260386,"DeFi, Web3, DAO"
XYRO,XYRO,2741,313815.5236015782,USD,,Gaming
GLDX,Gold tokenized ETF (xStock),2742,309880,USD,,"Asset-backed tokens, DeFi"
SUIP,SuiPad,2743,318325.17600000004,USD,,
PEN,Pentagon Games,2744,308110.07999999996,USD,,"Privacy, Gaming, Interoperability, Web3"
EMC,Edge Matrix Chain,2745,306754.8699614,USD,0.0023174314619645122,"Distributed computing and storage, Data management and AI, DePIN"
ZAP,ZAP,2746,306481.3221593904,USD,,Marketplace
WYNN,Anita Max Wynn,2747,307499.77225696,USD,,Memes
BTCST,Bitcoin Standard Hashrate Token,2748,308475.8186961631,USD,0.001287461923313618,
HAHA,Hasaki,2749,303498,USD,,
KOLZ,KOLZ,2750,302661.079726929,USD,,
MCDX,McDonald's tokenized stock (xStock),2751,302240,USD,,"Asset-backed tokens, DeFi"
DESCI,SUI Desci Agents,2752,286270,USD,,
PACE,3space Art,2753,298732.32107532,USD,0.011072172540497114,
XPET,xPET tech,2754,297722.601701,USD,,"Gaming, Social media and content"
MEER,Qitmeer Network,2755,294931.47316544806,USD,,
ZPAY,ZoidPay,2756,293542.7354238,USD,0.010299695386508944,
ADAPAD,ADAPad,2757,292941.27325630997,USD,,
SPELLFIRE,Spellfire,2758,264780.8,USD,0.006694802001230813,
GGG,Good Games Guild,2759,282420,USD,0.009140979655526687,Gaming
AVC,AlterVerse,2761,286919,USD,,Gaming
LOUD,Loud,2762,286118.09100736,USD,,Social media and content
FWC,Football World Community,2763,285269.84862701583,USD,0.00013,
TALE,PrompTale AI,2764,288578.56,USD,,Data management and AI
ABYS,Trinity Of The Fabled,2765,307158,USD,,"Gaming, NFTs and collectibles"
CLND,Colend,2766,283062.79657799995,USD,,
STRUMP,Super Trump Coin,2767,282056.60123739,USD,0.0011587157309822561,Memes
MEFA,Metaverse Face,2768,281963.980736256,USD,0.0007724771539881708,"Gaming, Data management and AI, NFTs and collectibles, Metaverse"
BIZA,BizAuto,2769,275750.60138916597,USD,0.0021886852696331506,
BMON,Binamon,2770,278140.1085359,USD,0.002059939077301789,"Gaming, NFTs and collectibles"
MIXIE,Mixie,2771,276437,USD,,
LLT,LILLIUS,2772,275693.0179104,USD,,
DOAI,DOJO Protocol,2773,281171.78742764913,USD,0.02986911662087594,
RBX,RabbitX,2774,294913.21655941557,USD,,"Decentralized exchange, Derivatives, DeFi"
MTH,Monetha,2775,267603.7121892,USD,0.0023174314619645122,"Smart contract platforms, Social media and content, Marketplace"
BOOPA,Boopa,2776,272970,USD,,Memes
NLINK,Neuralink,2777,268354.8,USD,,
WAT,WATCoin,2778,270426.01638271,USD,,
WALK,Walk Token,2779,265829.77082596003,USD,,NFTs and collectibles
TITAN,IRON Titanium Token,2780,264966.3008897579,USD,,Memes
DETF,Decentralized ETF,2781,263914,USD,0.005407340077917195,"DeFi, Real-world assets"
RETARD,retardcoin,2782,263011.31216007797,USD,,Memes
SSG,SOMESING,2783,262633.81081023,USD,0.0015449543079763416,
NFTFI,NFTfi,2784,261770.67812879998,USD,,
FULA,Functionland,2785,261085.849441064,USD,,"Distributed computing and storage, Web3, DePIN"
WACME,Wrapped Accumulate,2786,259322.05496125945,USD,,Rehypothecated assets
AWARE,ChainAware.ai,2787,258011.6188576,USD,,Data management and AI
AINN,AINN,2788,258111,USD,,
GSYS,Genesys,2789,264318.3,USD,,
FYN,Affyn,2790,256701.14277399998,USD,0.0009012233463195326,"Gaming, Metaverse"
AMC,AI Meta Club,2791,264474.7,USD,,
SCOTTY,Scotty The Ai,2792,254391.7267474,USD,,Memes
XRP20,XRP 2.0,2793,252604.80000000002,USD,,Memes
SOS,Solana Swap,2794,252019.99974797998,USD,,"Decentralized exchange, DeFi, Exchange tokens"
EMT,EMAIL Token,2795,244512,USD,,
AFG,Army of Fortune Gem,2796,250549.2,USD,,"Gaming, Metaverse"
PVU,Plant Vs Undead,2797,249539.84759165,USD,0.0005149847693254472,
POPE,Pope meme,2798,249320,USD,,Memes
NCN,NeurochainAI,2799,247152.8673873,USD,0.021243121734674696,
SCIHUB,sci-hub,2800,245902.80098475,USD,0.009269725847858049,Memes
BTF,Bitfinity Network,2801,244910,USD,,
CHEYENNE,Cheyenne,2802,238409.99880795,USD,0.0002574923846627236,Memes
CROS,Cros,2803,242841.4538511532,USD,0.0075960253475503454,
WNZ,Winnerz,2804,239281.8878269,USD,0.001287461923313618,
PALM,PalmPay,2805,239976,USD,,
BEENZ,BEENZ,2806,236007.19790755233,USD,,Memes
CEC,Counter Fire,2807,235860.00000000003,USD,,Gaming
DAPP,Pencils Protocol,2808,230360.5387776,USD,,
STRONG,Strong,2809,229678.6359,USD,0.0007724771539881708,DeFi
SIRIUS,Sirius,2810,240576.16316174998,USD,,Memes
TTM,Tradetomato,2811,224602.6953653,USD,0.003218654808284045,"Data management and AI, Web3"
DRX,DoctorX,2812,222029.12249043988,USD,,Memes
NTV,Nativ,2813,223431.0675,USD,,
MARS4,MARS4,2814,222049.6768861,USD,,"Gaming, NFTs and collectibles"
ZENI,Zennies,2815,220138.79130757798,USD,,
NVIR,NvirWorld,2816,212407.43097882,USD,0.00065,"NFTs and collectibles, Marketplace"
PEN,Pendulum,2817,219458.827146,USD,,
BEFI,BeFi Labs,2818,219749.88276960002,USD,0.005278593885585834,"Decentralized exchange, DeFi"
PNT,pNetwork,2819,217510.83283439098,USD,0.0021886852696331506,"NFTs and collectibles, DeFi, DAO"
TERRA,Terraport,2820,213893.956752,USD,,
AMZNX,Amazon tokenized stock (xStock),2821,217450,USD,,"Asset-backed tokens, DeFi"
BNSX,BNSx (Ordinals),2822,217350,USD,0.0002574923846627236,
SPO,Spores Network,2823,216856.75134112,USD,0.0014162081156449799,"Gaming, Metaverse"
FUNEX,Funex,2824,216154.384296,USD,,
BUN,Boundless Network,2825,220963.50000000003,USD,,
CWAR,Cryowar,2826,216021,USD,0.0005149847693254472,"Gaming, NFTs and collectibles, Metaverse"
RWAI,RWAI,2827,215810,USD,,
B3X,Bnext Token,2828,215639.52814477,USD,,
SVN,StakeVault.Network,2829,201610.5,USD,,
KZEN,Kaizen Finance,2830,215183.85751672002,USD,0.0016737005003077032,
BABYBTC,Baby BitCoin,2831,214407.76926549542,USD,,Memes
POCHITA,Pochita,2832,212310,USD,0.0023174314619645122,Memes
SLOP,slop,2833,218009.28247240742,USD,0.08690367982366921,"Memes, Data management and AI"
HIP,HIPPOP,2834,209652.625,USD,0.0046348629239290244,Memes
NAOS,NAOS Finance,2835,211490.707603,USD,0.0005149847693254472,Real-world assets
NETT,Netswap,2836,208632.18188800002,USD,0.0024461776542958743,"Decentralized exchange, DeFi, Web3, Exchange tokens"
FLAME,FireStarter,2837,208451.49882059998,USD,0.009140979655526687,
ECOTERRA,ecoterra,2838,284641.4,USD,,
ZYN,Zynecoin,2839,202781.32823970003,USD,,
NAO,Nettensor,2840,206550,USD,0.0002574923846627236,Data management and AI
DOGE20,Doge 2.0,2841,206529.3417,USD,,Memes
NFTB,PixelRealm,2842,204905.08446611598,USD,0.0014162081156449799,"Gaming, NFTs and collectibles"
TFI,TrustFi Network,2843,204674.2125,USD,0.0036048933852781302,"DeFi, Web3"
SCT,SuperCells Token,2844,204455.592,USD,,
HLG,Holograph,2845,201465,USD,,Interoperability
CELA,Cellula,2846,200608.44999690182,USD,,
SATX,SatoshiDEX,2847,199602,USD,,
FMB,Flappymoonbird,2848,198706.19999999998,USD,0.00643730961656809,
SGR,Schrodinger,2849,198535.26,USD,,Memes
BOOCHIE,Boochie by Matt Furie,2850,198325.8867,USD,,Memes
FRTS,Fruits,2851,197767.11925607844,USD,0.0002574923846627236,
AIT,AiMalls,2852,192206.6331,USD,,
XRPAYNET,XRPayNet,2853,196091.80913144565,USD,,
CATDOG,CatDog,2854,196860,USD,0.0033474010006154064,Memes
MA,Mind AI,2855,194329.78154238,USD,,Data management and AI
BCMC,Blockchain Monster Hunt,2856,193127.653004,USD,0.0003862385769940854,"Gaming, NFTs and collectibles, Metaverse"
MTR,Meter Stable,2857,192264.50122,USD,0.0011587157309822561,"Stablecoins, Interoperability"
CGX,Forkast,2858,192874.0088448,USD,,Gaming
CATGOLD,Cat Gold Miner,2859,192588,USD,,"Gaming, Social media and content, Tap to earn"
BLAZE,StoryFire,2860,192430.73779839,USD,0.015320796887432054,
AME,AME Chain,2861,192560,USD,0.01351835019479299,Smart contract platforms
VDR,Vodra,2862,194375.28648439999,USD,,
LIGO,LIGO,2863,191710,USD,,
LRT,LandRocker,2864,191839.85241111703,USD,0.00013,Gaming
WOM,Wombat Exchange,2865,191735.7211066,USD,0.02780917754357415,"Decentralized exchange, DeFi, Exchange tokens"
AJUN,Ajuna Network,2866,191690.943336207,USD,,
WNDR,Wonderman Nation,2867,191681.73458,USD,,
MLXC,Marvellex Classic,2868,190519.52777644948,USD,,
PKR,POLKER,2869,191385.46110464,USD,0.0015449543079763416,"Gaming, NFTs and collectibles, Metaverse"
ANDY,Andy on SOL,2870,190199.68505635211,USD,0.0758315072831721,Memes
ZAI,ZAYA AI,2871,189708.27437199999,USD,,
UBSN,Silent Notary,2872,188967.428324628,USD,0.0075960253475503454,
KOS,Kontos,2873,190294.94,USD,,
AART,ALL.ART protocol,2874,188601.38966998577,USD,0.0005149847693254472,"NFTs and collectibles, Metaverse, Marketplace"
MITH,Mithril,2875,188310,USD,0.05407340077917196,"Smart contract platforms, Social media and content"
PETUNIA,Petunia,2876,189186.23408874002,USD,,
AIRDROP,AIRDROP2049,2877,187562.69999999998,USD,0.0007724771539881708,"Social media and content, Marketing"
TRALA,TRALA,2878,187618.83476650002,USD,,Privacy
BABY,BabySwap,2879,187398.8186472,USD,0.34053367871645196,"Decentralized exchange, Gaming, NFTs and collectibles, DeFi, Exchange tokens"
PERL,PERL.eco,2880,186910.26105375998,USD,0.02677920800492325,"Asset-backed tokens, Marketplace"
AIPUMP,aiPump,2881,185319.98952103,USD,,"Memes, Data management and AI"
ARIX,Arix,2882,186246.6443472,USD,0.0002574923846627236,
TAP,THE AMERICA PARTY,2883,187010,USD,,Memes
PYN,Paynetic AI,2884,193452.4,USD,,Data management and AI
ATOLO,RIZON,2885,185226.3421695203,USD,,"Smart contract platforms, Interoperability"
SXCH,SolarX,2886,180578.07221647952,USD,0.0001287461923313618,
METAL,DRUNK ROBOTS,2887,184586.714676,USD,,Gaming
IDNA,Idena,2888,180349.1721635869,USD,0.005407340077917195,"Smart contract platforms, Oracles, Data management and AI, Identity"
YULI,Yuliverse,2889,180158.4,USD,,"Gaming, Social media and content"
BRKL,Brokoli Network,2890,179625.2318224,USD,0.0010299695386508944,
SEILOR,Kryptonite,2891,179223,USD,,
CARAT,Alaska Gold Rush,2892,178923.82334829,USD,,
AGC,Argocoin,2893,178576.08,USD,,Data management and AI
METAV,MetaVPad,2894,177836.99999999997,USD,,
TFNY,TFNY,2895,177010,USD,,Memes
KBBB,KILL BIG BEAUTIFUL BILL,2896,178259.76273594,USD,,
PLUG,PL^Gnet,2897,175827.88865383007,USD,,
XPI,XPi,2898,174970,USD,,Memes
ACE,ACENT,2899,174009.05341367432,USD,0.003089908615952683,Web3
POGAI,POGAI,2900,163046.79,USD,,Memes
MEMAGX,Meta Masters Guild Games,2901,173981.3116866,USD,,"Gaming, NFTs and collectibles"
KTON,Darwinia Commitment Token,2902,172014.7908,USD,0.0002574923846627236,"Gaming, Metaverse"
OCH,Orchai,2903,170634.725184,USD,,
PIAI,Pi Network AI,2904,171690.642,USD,,Memes
GPTV,GPTVerse,2905,169286.320795,USD,,
LBR,Lybra Finance,2906,168559.98904800002,USD,,
SPXC,SpaceXCoin,2907,168360,USD,,
SCOTTY,Scotty Beam,2908,164144.44106287998,USD,,
MG8,Megalink,2909,155530.68574568,USD,,
INTR,Interlay,2910,159045.75741078999,USD,0.014162081156449798,"Smart contract platforms, Decentralized exchange, Lending and borrowing, DeFi, DAO"
O4DX,OrangeDX,2911,157903.65000000002,USD,,"Decentralized exchange, Exchange tokens"
GAME,Gamestarter,2912,157515.69694129966,USD,,"Gaming, Metaverse"
RUNI,Runesterminal,2913,156164.74649999998,USD,0.0028324162312899598,
ARS,Aquarius Loan,2914,156059.61470505001,USD,,
TURT,Turtsat,2915,155524.5,USD,0.0034761471929467685,
ALLIN,All in,2916,155699.39414749082,USD,0.0015449543079763416,"Data management and AI, Social media and content"
UBX,UBIX.Network,2917,155043.5071165776,USD,0.012617126848473456,
KAT,Karat,2918,154036.11028284,USD,0.08394251740004789,"Privacy, DAO"
AOG,AgeOfGods,2919,153959.60290909998,USD,,
YTC,YachtsCoin,2920,153346.976124372,USD,,
HYVE,Hyve,2921,151578.56167999998,USD,0.02793792373590551,
SAKE,SakeToken,2922,149748.290155348,USD,0.0015449543079763416,"Decentralized exchange, Derivatives, DeFi, Exchange tokens"
OZONE,Ozone metaverse,2923,150166.76601627542,USD,0.003089908615952683,"Gaming, Data management and AI, NFTs and collectibles, Metaverse, Web3"
JLP,JLaunchpad,2924,149943.89722002,USD,,
BIF,Bonkwifhat,2925,136110,USD,,Memes
VPT,Veritas Protocol,2926,150134.92664164634,USD,,"Data management and AI, Cybersecurity"
AIEPK,EpiK Protocol,2927,148248,USD,0.005278593885585834,"Distributed computing and storage, Data management and AI, DePIN"
VISION,VisionGame,2928,142423.05,USD,0.03283027904449726,Gaming
LOA,League of Ancients,2929,147237.90983892,USD,,
