id,symbol,name,market_cap (usd),market_cap_rank,categories
reactive-network,react,Reactive Network,32682922,850,[]
gammaswap,gs,GammaSwap,17944583,1156,[]
cortex,ctxc,Cortex,32693259,840,[]
portal-2,portal,Portal,17963686,1158,[]
defiway,defi,Defiway,32762290,839,[]
voxies,voxel,Voxies,17984952,1157,[]
kyros-restaked-sol,kysol,Kyros Restaked SOL,32793678,837,[]
houdini-swap,lock,Houdini Swap,18041025,1154,[]
xtusd,xtusd,XT Stablecoin XTUSD,32854750,838,[]
number,$number,NUMBER,18044675,1155,[]
xpla,xpla,XPLA,32999965,836,[]
qash,qash,QASH,18083378,1153,[]
hive_dollar,hbd,Hive Dollar,33068373,835,[]
spectre-ai,spectre,Spectre AI,18116671,1152,[]
xion-2,xion,XION,33154812,834,[]
pythia,pythia,PYTHIA,18183837,1151,[]
derive,drv,Derive,33192443,833,[]
weatherxm-network,wxm,WeatherXM,18232801,1150,[]
whiteheart,white,Whiteheart,33223421,830,[]
cornucopias,copi,Cornucopias,18256116,1149,[]
aergo,aergo,Aergo,33240323,832,[]
ucash,ucash,U.CASH,18278207,1148,[]
platon-network,lat,PlatON Network,33263458,829,[]
orby-network-usc-stablecoin,usc,Orby Network USC Stablecoin,18290216,1147,[]
mister-miggles,miggles,Mister Miggles,33269293,825,[]
stake-dao,sdt,Stake DAO,18303661,1146,[]
parcl,prcl,Parcl,33283599,828,[]
wen-4,wen,Wen,18364231,1145,[]
thunder-token,tt,ThunderCore,33315846,827,[]
bxn,bxn,BXN,18389648,1142,[]
stonks-5,stonks,STONKS,33467676,831,[]
department-of-government-efficiency,doge,Department Of Government Efficiency,18393649,1143,[]
zerebro,zerebro,Zerebro,33491125,822,[]
american-coin,usa,American Coin,18395558,1144,[]
phoenix-global,phb,Phoenix,33491294,826,[]
game-by-virtuals,game,GAME by Virtuals,18423731,1138,[]
pirate-chain,arrr,Pirate Chain,33534237,824,[]
strikecoin,strx,StrikeX,18423839,1141,[]
cargox,cxo,CargoX,33538562,823,[]
zcoin,firo,Firo,18448395,1140,[]
alien-worlds,tlm,Alien Worlds,33591791,821,[]
musmecoin,msm,MusmeCoin,18468350,1139,[]
socrates,soc,Socrates,33713583,820,[]
harvest-finance,farm,Harvest Finance,18493563,1137,[]
pixels,pixel,Pixels,34039535,819,[]
vertical-ai,vertai,Vertical AI,18495352,1134,[]
btu-protocol,btu,BTU Protocol,34251962,818,[]
gamercoin,ghx,GamerCoin,18538238,1135,[]
neiro-on-eth,neiro,Neiro on ETH,34316453,817,[]
michicoin,$michi,michi,18540781,1136,[]
loom-network,loomold,Loom Network (OLD),34349694,816,[]
staked-hype,sthype,Staked HYPE,18618977,1133,[]
sperax,spa,Sperax,34587810,815,[]
grok-2,$grok,Grok,18654109,1132,[]
heima,hei,Heima,34664985,814,[]
bfg-token,bfg,BFG Token,18691710,1130,[]
rss3,rss3,RSS3,34742487,812,[]
aura-bal,aurabal,Aura BAL,18704827,1131,[]
degate,dg,DeGate,34874803,813,[]
bob-3,bob,BOB,18735680,1118,[]
cudos,cudos,Cudos,34926863,811,[]
alpha-fi,alpha,Alpha Fi,18763192,1129,[]
mainframe,mft,Mainframe,34997949,810,[]
yuli,yuli,YULI,18768119,1128,[]
marinade,mnde,Marinade,35031813,808,[]
gxchain,gxc,GXChain,18804374,1127,[]
landwolf-0x67,wolf,LandWolf,35061514,809,[]
retardio,retardio,RETARDIO,18805527,1126,[]
stader,sd,Stader,35234057,807,[]
duckchain-token,duck,DuckChain Token,18849291,1125,[]
web-3-dollar,usd3,Web 3 Dollar,35516856,806,[]
tranchess,chess,Tranchess,18855289,1124,[]
celo-dollar,cusd,Celo Dollar,35559039,805,[]
polymath,poly,Polymath,18989309,1123,[]
synfutures,f,SynFutures,35568781,804,[]
limitus,lmt,LIMITUS,19090547,1122,[]
lever,lever,LeverFi,35677806,803,[]
beta-finance,beta,Beta Finance,19135839,1121,[]
vitadao,vita,VitaDAO,35790882,802,[]
zusd,zusd,ZUSD,19173636,1119,[]
universal-eth,unieth,Universal ETH,35873354,801,[]
kishu-inu,kishu,Kishu Inu,19209168,1120,[]
solv-protocol-solvbtc-core,solvbtc.core,Solv Protocol SolvBTC.CORE,35915239,799,[]
blub-2,blub,Blub,19272462,1117,[]
gods-unchained,gods,Gods Unchained,35944232,800,[]
crow-with-knife,caw,crow with knife,19308508,1116,[]
bim,bim,BIM,35949725,798,[]
hackenai,hai,Hacken,19329517,1114,[]
magic-internet-money-runes,mim,MAGIC•INTERNET•MONEY (Bitcoin),35988957,797,[]
mnee-usd-stablecoin,mnee,MNEE USD Stablecoin,19351317,1115,[]
binance-peg-dai,dai,Binance-Peg DAI,36029446,796,[]
hanu-yokia,hanu,Hanu Yokia,19413971,1113,[]
nodeai,gpu,NodeAI,36096193,794,[]
star-atlas-dao,polis,Star Atlas DAO,19463488,1112,[]
alpha-finance,alpha,Stella,36101594,793,[]
mooxmoo,moox,MOOxMOO,19494101,1111,[]
suilend,send,Suilend,36113240,795,[]
idia,idia,Impossible Finance Launchpad,19502413,1109,[]
clover-finance,clv,Clover Finance,36387020,792,[]
mango-markets,mngo,Mango,19524932,1110,[]
radicle,rad,Radworks,36394412,791,[]
ageur,eura,EURA,19567237,1108,[]
xtcom-token,xt,XT.com,36432294,790,[]
bobo-coin,bobo,BOBO Coin,19595053,1107,[]
nfprompt-token,nfp,NFPrompt,36540381,789,[]
mcoin1,mcoin,MCOIN,19596455,1106,[]
vulcan-forged,pyr,Vulcan Forged,36573686,788,[]
unchain-x,unx,Unchain X,19628264,1104,[]
snowbank,sb,Snowbank,36615317,786,[]
og-fan-token,og,OG Fan Token,19650096,1091,[]
hooked-protocol,hook,Hooked Protocol,36623545,787,[]
magpie,mgp,Magpie,19674171,1102,[]
unizen,zcx,Unizen,36691149,785,[]
purple-pepe,purpe,PURPLE PEPE,19676324,1103,[]
aventis-ai,aai,Aventis AI,36762191,784,[]
tokemak,toke,Tokemak,19677752,1100,[]
orderly-network,order,Orderly Network,37103846,782,[]
manta-meth,meth,Manta mETH,19697372,1101,[]
saucerswap,sauce,SaucerSwap,37108042,783,[]
shapeshift-fox-token,fox,ShapeShift FOX,19724519,1099,[]
helio-protocol-hay,lisusd,Lista USD,37457009,781,[]
bluzelle,blz,Bluzelle,19734756,1098,[]
metadium,meta,Metadium,37560761,780,[]
binancecoin,bnb,BNB,85375067217,5,[]
big-time,bigtime,Big Time,91377005,462,[]
dkargo,dka,dKargo,91415348,460,[]
ong,ong,Ontology Gas,91596474,458,[]
gama-coin,gama,GAMA Coin,91620306,459,[]
orbs,orbs,Orbs,91778480,457,[]
ignition-fbtc,fbtc,Function ƒBTC,92273521,456,[]
moonbeam,glmr,Moonbeam,92862668,455,[]
wax,waxp,WAX,92981749,454,[]
clearpool,cpool,Clearpool,95277435,452,[]
iostoken,iost,IOST,91488292,461,[]
power-ledger,powr,Powerledger,95429580,451,[]
ecoin-2,ecoin,Ecoin,95498064,450,[]
everipedia,iq,IQ,95723850,449,[]
sathosi-airlines-token,jet,Satoshi Airline,96197259,448,[]
bora,bora,BORA,96495069,445,[]
zircuit,zrc,Zircuit,96652007,447,[]
pha,pha,PHALA,96723697,446,[]
venus,xvs,Venus,97049827,444,[]
zano,zano,Zano,97111367,443,[]
book-of-meme,bome,BOOK OF MEME,97203869,442,[]
across-protocol,acx,Across Protocol,97303301,441,[]
anzen-usdz,usdz,Anzen USDz,97425018,440,[]
astherus-usdf,usdf,Astherus USDF,98601454,439,[]
bitmart-token,bmx,BitMart,98768837,436,[]
usds,usds,USDS,8271450559,20,[]
infinitar-governance-token,igt,Infinitar Governance Token,98784066,438,[]
paal-ai,paal,PAAL AI,98921922,437,[]
peaq-2,peaq,peaq,99142896,435,[]
crypto-trading-fund,ctf,Crypto Trading Fund,99476698,434,[]
space-id,id,SPACE ID,99780722,433,[]
avalon-2,avl,Avalon,99845753,431,[]
spell-token,spell,Spell,100671625,432,[]
iagon,iag,Iagon,100824260,430,[]
balancer,bal,Balancer,101111418,429,[]
geodnet,geod,Geodnet,101327637,427,[]
solayer-staked-sol,ssol,Solayer Staked SOL,101476910,428,[]
blockv,vee,BLOCKv,101516883,426,[]
lisk,lsk,Lisk,101586420,425,[]
altlayer,alt,AltLayer,103213280,424,[]
oec-token,okt,OKT Chain,103321920,423,[]
velo,velo,Velo,103583337,421,[]
supra,supra,Supra,103621322,422,[]
audius,audio,Audius,103954564,419,[]
status,snt,Status,103966389,420,[]
leo-token,leo,LEO Token,9019994567,17,[]
aixbt,aixbt,aixbt by Virtuals,104346230,417,[]
anime,anime,Animecoin,104794499,416,[]
uma,uma,UMA,104987832,414,[]
manta-network,manta,Manta Network,104991371,415,[]
aleo,aleo,ALEO,105212558,413,[]
resolv-rlp,rlp,Resolv RLP,105977845,411,[]
steakhouse-usdc-morpho-vault,steakusdc,Steakhouse USDC Morpho Vault,106008119,410,[]
vvs-finance,vvs,VVS Finance,106361970,412,[]
neiro-3,neiro,Neiro,106789020,409,[]
zeus-network,zeus,Zeus Network,107405367,407,[]
avail,avail,Avail,107543656,406,[]
adventure-gold,agld,Adventure Gold,107626135,405,[]
zebec-network,zbcn,Zebec Network,108195104,404,[]
uxd-protocol-token,uxp,UXD Protocol,108934830,402,[]
solo-coin,solo,Sologenic,108935383,403,[]
bonfida,fida,Solana Name Service,109353028,401,[]
auction,auction,Bounce,109685826,400,[]
memecoin-2,meme,Memecoin,110145058,399,[]
sui,sui,Sui,7969649504,21,[]
injective-protocol,inj,Injective,1073325262,81,[]
linqai,lnq,LinqAI,8682209,1543,[]
rocket-pool-eth,reth,Rocket Pool ETH,1090412068,80,[]
pocketcoin,pkoin,Pocketcoin,8689921,1542,[]
nexo,nexo,NEXO,1139463605,79,[]
sentinel,dvpn,Sentinel,8743673,1541,[]
maker,mkr,Maker,1144806283,78,[]
leisuremeta,lm,LeisureMeta,8746759,1538,[]
xdce-crowd-sale,xdc,XDC Network,1155646428,77,[]
vidt-dao,vidt,VIDT DAO,8753391,1539,[]
quant-network,qnt,Quant,1198251913,76,[]
waterneuron,wtn,WaterNeuron,8786325,1537,[]
solv-btc,solvbtc,Solv Protocol SolvBTC,1210253280,75,[]
viralmind,viral,ViralMind,8792082,1536,[]
story-2,ip,Story,1226921356,74,[]
cakepie-xyz,ckp,Cakepie,8798015,1535,[]
kelp-dao-restaked-eth,rseth,Kelp DAO Restaked ETH,1243651106,73,[]
borgy,$borgy,BORGY,8810175,1534,[]
movement,move,Movement,1265156243,72,[]
micro-gpt,$micro,Micro GPT,8835242,1533,[]
binance-peg-weth,weth,Binance-Peg WETH,1320833321,71,[]
evervalue-coin,eva,EverValue Coin,8910785,1532,[]
kucoin-shares,kcs,KuCoin,1387973368,70,[]
meeds-dao,meed,Meeds DAO,8931227,1531,[]
fetch-ai,fet,Artificial Superintelligence Alliance,1471009531,69,[]
jupiter-exchange-solana,jup,Jupiter,1491765069,68,[]
wink-2,wink,WINK,8950673,1529,[]
optimism,op,Optimism,1517279773,67,[]
extra-finance,extra,Extra Finance,8952927,1528,[]
sonic-3,s,Sonic (prev. FTM),1550434349,66,[]
atletico-madrid,atm,Atletico Madrid Fan Token,8973941,1522,[]
fasttoken,ftn,Fasttoken,1715294061,65,[]
juno-network,juno,JUNO,8996208,1526,[]
arbitrum,arb,Arbitrum,1716431146,64,[]
uton,uton,uTON,8998854,1527,[]
lombard-staked-btc,lbtc,Lombard Staked BTC,1764163705,63,[]
osmi,osmi,OSMI,9005785,1525,[]
poo-chi,$sir,Poo Chi,9014807,1524,[]
render-token,render,Render,1788221716,61,[]
aeternity,ae,Aeternity,9023383,1523,[]
cosmos,atom,Cosmos Hub,1797050088,60,[]
kinetixfi,kai,Kinetix Finance Token,9052822,1521,[]
kaspa,kas,Kaspa,1865813157,59,[]
bloktopia,blok,Bloktopia,9068608,1520,[]
algorand,algo,Algorand,1883290319,58,[]
stonks-4,stnk,Stonks,9089309,1517,[]
filecoin,fil,Filecoin,1972877649,57,[]
polygon-ecosystem-token,pol,POL (ex-MATIC),2093811102,56,[]
miu-2,miu,MIU,9093080,1519,[]
first-digital-usd,fdusd,First Digital USD,2109845204,55,[]
bmx,bmx,BMX,9137504,1516,[]
bittensor,tao,Bittensor,2298819501,54,[]
celestia,tia,Celestia,1780902836,62,[]
billion-dollar-cat-runes,bdc,BILLION•DOLLAR•CAT (Bitcoin),9147551,1515,[]
ethena,ena,Ethena,2305827861,53,[]
hoppy-meme,hoppy,Hoppy,9171583,1514,[]
vechain,vet,VeChain,2333625673,52,[]
keep3rv1,kp3r,Keep3rV1,9177496,1513,[]
tokenize-xchange,tkx,Tokenize Xchange,2352943464,51,[]
ston-2,ston,STON,9232665,1511,[]
mantle,mnt,Mantle,2362730764,50,[]
memefi-2,memefi,MemeFi,9235415,1512,[]
official-trump,trump,Official Trump,2395054273,49,[]
meth-protocol,cook,mETH Protocol,9262273,1510,[]
crypto-com-chain,cro,Cronos,2453350858,48,[]
penpie,pnp,Penpie,9313552,1505,[]
gatechain-token,gt,Gate,2600642052,46,[]
vaderai-by-virtuals,vader,VaderAI by Virtuals,9318196,1508,[]
okb,okb,OKB,2613372284,45,[]
ryujin,ryu,RyuJin,9321614,1507,[]
pepe,pepe,Pepe,2752494933,44,[]
pinto,pinto,Pinto,9321703,1506,[]
internet-computer,icp,Internet Computer,2830401778,43,[]
wemix-dollar,wemix$,WEMIX Dollar,9324200,1503,[]
aave,aave,Aave,2955531371,42,[]
manchester-city-fan-token,city,Manchester City Fan Token,9357430,1500,[]
ethereum-classic,etc,Ethereum Classic,3002561937,41,[]
conan-meme,conan,Conan Meme,9366647,1499,[]
ondo-finance,ondo,Ondo,3030206140,40,[]
pumpkin-4,pkin,Pumpkin,9366907,1504,[]
dai,dai,Dai,3267072807,39,[]
polytrade,trade,Polytrade,9375145,1502,[]
susds,susds,sUSDS,3296937855,38,[]
veil-token,veil,Veil Token,9375796,1501,[]
near,near,NEAR Protocol,3393699499,37,[]
xbit,xbt,Xbit,9401503,1498,[]
as-roma-fan-token,asr,AS Roma Fan Token,9449604,1494,[]
aptos,apt,Aptos,3584197490,36,[]
beny-bad-boy,bbb,Beny Bad Boy,9451521,1497,[]
monero,xmr,Monero,4031710766,35,[]
luna-by-virtuals,luna,Luna by Virtuals,9459655,1490,[]
whitebit,wbt,WhiteBIT Coin,4184413867,34,[]
based-eth,bsdeth,Based ETH,9477135,1496,[]
uniswap,uni,Uniswap,4243819966,33,[]
wagmi-game-2,wagmigames,WAGMI Games,9477225,1495,[]
avalaunch,xava,Avalaunch,9487656,1493,[]
hyperliquid,hype,Hyperliquid,5120134063,31,[]
super-champs,champ,Super Champs,9536583,1492,[]
ethena-usde,usde,Ethena USDe,5452940860,30,[]
forty-two-dao-token,ftd,Forty Two DAO Token,9560901,1489,[]
weth,weth,WETH,6325347862,28,[]
steem-dollars,sbd,Steem Dollars,9573083,1488,[]
mantra-dao,om,MANTRA,6516045936,27,[]
pawswap,paw,PAW,9574243,1487,[]
polkadot,dot,Polkadot,6592657158,26,[]
archway,arch,Archway,9589411,1491,[]
the-open-network,ton,Toncoin,7224705706,25,[]
bitcoin-pro,btcp,Bitcoin Pro,9621158,1486,[]
bitget-token,bgb,Bitget Token,5590177550,29,[]
ethichub,ethix,Ethix,9627333,1485,[]
blocklords,lrds,BLOCKLORDS,9660916,1484,[]
shiba-inu,shib,Shiba Inu,7435343425,24,[]
bitcoin-cash,bch,Bitcoin Cash,7560040934,23,[]
mettalex,mtlx,Mettalex,9686117,1482,[]
hive-ai,buzz,Hive AI,9707464,1480,[]
zyncoin-2,zyn,ZynCoin,9711679,1481,[]
pluton,plu,Pluton,9752688,1483,[]
usd-coin,usdc,USDC,58104654851,7,[]
litecoin,ltc,Litecoin,7623430942,22,[]
ava-ai,ava,Ava AI,37561320,779,[]
jett-crypto,jett,JETT CRYPTO,37580312,778,[]
electroneum,etn,Electroneum,37722146,777,[]
superrare,rare,SuperRare,37771503,776,[]
nkn,nkn,NKN,37821379,775,[]
tokpie,tkp,TOKPIE,37847838,772,[]
researchcoin,rsc,ResearchCoin,37871598,774,[]
mobox,mbox,Mobox,37907771,773,[]
milady-cult-coin,cult,Milady Cult Coin,38261675,767,[]
bc-token,bc,BCGame Coin,38336608,770,[]
relend-usdc,reusdc,Relend USDC,38382108,769,[]
meta-2,meta,META,38392762,768,[]
ufo-token,ufo,UFO Token,38400346,771,[]
endurance,ace,Fusionist,38458972,766,[]
bakerytoken,bake,BakerySwap,38532118,765,[]
maverick-protocol,mav,Maverick Protocol,38642308,764,[]
merlin-chain,merl,Merlin Chain,38729274,760,[]
radio-caca,raca,Radio Caca,38745174,761,[]
big-dog-fink,bink,Big Dog Fink,38802569,762,[]
reservoir-rusd,rusd,Reservoir rUSD,38891482,759,[]
morphware,xmw,Morphware,38925679,758,[]
hydradx,hdx,Hydration,38943713,757,[]
mcdull,mcdull,McDull (Meme),39053932,756,[]
socean-staked-sol,inf,Sanctum Infinity,39319846,755,[]
railgun,rail,Railgun,39366083,754,[]
moo-deng,moodeng,Moo Deng,39563764,753,[]
poollotto-finance,plt,Poollotto.finance,39711425,752,[]
syscoin,sys,Syscoin,39911872,751,[]
covalent-x-token,cxt,Covalent X Token,39920069,750,[]
minswap,min,Minswap,39991812,749,[]
morpheusai,mor,MorpheusAI,40020973,748,[]
swarms,swarms,Swarms,40065925,746,[]
dao-maker,dao,DAO Maker,40128397,747,[]
trufin-staked-matic,trumatic,TruFin Staked MATIC,40229470,745,[]
vine,vine,Vine,40326149,744,[]
binance-peg-avalanche,avax,Binance-Peg Avalanche,40375486,743,[]
kujira,kuji,Kujira,40505842,742,[]
marblex,mbx,MARBLEX,40639452,741,[]
concierge-io,ava,AVA (Travala),40644746,740,[]
concordium,ccd,Concordium,40953279,739,[]
alephium,alph,Alephium,41011539,738,[]
carry,cre,Carry,41119037,737,[]
helium-iot,iot,Helium IOT,41150176,736,[]
anvil,anvl,Anvil,41282155,735,[]
spacen,sn,SpaceN,41322828,734,[]
moviebloc,mbl,MovieBloc,41359505,733,[]
altura,alu,Altura,41380932,731,[]
hermetica-usdh,usdh,Hermetica USDh,5012425,1874,[]
neutron-3,ntrn,Neutron,41591050,729,[]
memes,memes,MEMES,5013874,1873,[]
storm,stmx,StormX,41611355,728,[]
carbon-browser,csix,Carbon Browser,5022118,1872,[]
debridge,dbr,deBridge,41630289,727,[]
afreum,afr,Afreum,5024516,1871,[]
chainflip,flip,Chainflip,41747413,726,[]
cjournal,ucjl,Utility Cjournal,5027822,1870,[]
sosovalue,soso,SoSoValue,41778764,730,[]
farm-2,farm,FARM,5034762,1869,[]
sudeng,hippo,sudeng,41947579,725,[]
digits-dao,digits,Digits DAO,5051200,1868,[]
hashflow,hft,Hashflow,41992982,724,[]
welf,welf,WELF,5052701,1867,[]
xterio,xter,Xterio,41995578,722,[]
wadzcoin,wco,W Coin,5057222,1866,[]
polyswarm,nct,PolySwarm,42058565,723,[]
jeff-3,jeff,Jeff,5059608,1865,[]
paladin,pal,Paladin,5059686,1864,[]
dar-open-network,d,Dar Open Network,42170306,720,[]
nani,⌘,NANI,5060243,1863,[]
dego-finance,dego,Dego Finance,42180297,719,[]
shido-2,shido,Shido Network,5063938,1862,[]
storj,storj,Storj,42319586,717,[]
project-with,wiken,Project WITH,5076062,1861,[]
forgive-me-father,$purge,Forgive Me Father,5081158,1860,[]
deso,deso,Decentralized Social,110775769,398,[]
euler,eul,Euler,110894535,397,[]
aevo-exchange,aevo,Aevo,112044440,396,[]
prometeus,prom,Prom,112423046,395,[]
icon,icx,ICON,112551517,394,[]
qubic-network,qubic,Qubic,113126082,393,[]
syrup,syrup,Maple Finance,113765316,392,[]
melania-meme,melania,Melania Meme,114196877,391,[]
tensor,tnsr,Tensor,114600883,390,[]
zelcash,flux,Flux,114783849,389,[]
realtoken-ecosystem-governance,reg,RealToken Ecosystem Governance,114987068,388,[]
cow-protocol,cow,CoW Protocol,115645387,387,[]
illuvium,ilv,Illuvium,116184160,386,[]
biconomy,bico,Biconomy,116679894,385,[]
nkyc-token,nkyc,NKYC Token,116878250,384,[]
g-token,g,Gravity,117183125,383,[]
eutbl,eutbl,Spiko EU T-Bills Money Market Fund,117348186,382,[]
metis-token,metis,Metis,118872838,380,[]
global-dollar,usdg,Global Dollar,118997921,379,[]
rocket-pool,rpl,Rocket Pool,119213527,378,[]
bybit-staked-sol,bbsol,Bybit Staked SOL,119241392,377,[]
compound-ether,ceth,cETH,119650648,376,[]
mythos,myth,Mythos,120617342,375,[]
hive,hive,Hive,120751179,374,[]
alchemy-pay,ach,Alchemy Pay,120864686,373,[]
venom,venom,Venom,121026620,372,[]
usual,usual,Usual,121801353,371,[]
b3,b3,B3 (Base),123227838,370,[]
m2-global-wealth-limited-mmx,mmx,MMX,123354002,369,[]
global-commercial-business,gcb,Global Commercial Business,124073557,368,[]
polyhedra-network,zkj,Polyhedra Network,124086627,367,[]
swipe,sxp,Solar,124249090,366,[]
proton,xpr,XPR Network,124451093,365,[]
coti,coti,COTI,124827377,364,[]
kinesis-silver,kag,Kinesis Silver,124867922,363,[]
euro-coin,eurc,EURC,125266546,362,[]
sushi,sushi,Sushi,127807329,361,[]
hamster-kombat,hmstr,Hamster Kombat,128314753,360,[]
ipmb,gpro,GoldPro,129839750,358,[]
swftcoin,swftc,SWFTCOIN,132248562,357,[]
loopring,lrc,Loopring,132335329,356,[]
frax-share,fxs,Frax Share,132556769,355,[]
zignaly,zig,ZIGChain,132819579,354,[]
band-protocol,band,Band Protocol,133369287,353,[]
kinesis-gold,kau,Kinesis Gold,134061480,352,[]
stasis-eurs,eurs,STASIS EURO,134275248,351,[]
io,io,io.net,134484796,350,[]
ripple-usd,rlusd,Ripple USD,135000523,349,[]
reserve-protocol-eth-plus,eth+,ETHPlus,135871688,348,[]
project-galaxy,gal,Galxe,136485993,347,[]
stepn,gmt,GMT,137223414,346,[]
terra-luna-2,luna,Terra,137276085,345,[]
bnb48-club-token,koge,KOGE,138859065,344,[]
ontology,ont,Ontology,140188907,343,[]
nxm,nxm,Nexus Mutual,140543267,342,[]
casper-network,cspr,Casper Network,142241942,340,[]
mag7-ssi,mag7.ssi,MAG7.ssi,143104713,339,[]
waves,waves,Waves,144290857,338,[]
kadena,kda,Kadena,144742980,337,[]
magic-eden,me,Magic Eden,146053031,336,[]
propbase,props,Propbase,9756759,1479,[]
cere-network,cere,Cere Network,9765203,1478,[]
feg-token-2,feg,FEED EVERY GORILLA,9781809,1476,[]
hashpack,pack,HashPack,9789093,1475,[]
talos,talos,Talos,9809224,1477,[]
alpaca-finance,alpaca,Alpaca Finance,9824619,1473,[]
airswap,ast,AirSwap,9825557,1474,[]
binance-peg-eos,eos,Binance-Peg EOS,9859697,1471,[]
jam,jam,JAM,9869494,1470,[]
yieldnest-restaked-eth,yneth,YieldNest Restaked ETH,9897208,1472,[]
xswap-2,xswap,XSwap,9914551,1469,[]
gyen,gyen,GYEN,9922752,1468,[]
vnx-swiss-franc,vchf,VNX Swiss Franc,9923550,1467,[]
black-unicorn-corp,moon,Black Unicorn Corp.,9925794,1465,[]
acolyte-by-virtuals,acolyt,Acolyt,9953552,1464,[]
fpi-bank,fpibank,FPI Bank,9973440,1459,[]
seda-2,seda,SEDA,9989499,1463,[]
chronobank,time,chrono.tech,10043367,1461,[]
foxy,foxy,Foxy,10047348,1462,[]
aarma-2,arma,Aarma,10056782,1460,[]
vaiot,vai,VAIOT,10095481,1458,[]
bellscoin,bells,Bellscoin,10136018,1457,[]
puss,puss,Puss,10160221,1455,[]
gout,gout,GOUT,10175830,1456,[]
tensorplex-staked-tao,sttao,Tensorplex Staked TAO,10179425,1454,[]
bugscoin,bgsc,BugsCoin,10234134,1450,[]
avc,avc,AVC,10235501,1466,[]
metahero,hero,Metahero,10238553,1453,[]
comtech-gold,cgo,Comtech Gold,10257643,1452,[]
defi-money,money,Defi.money,10271178,1451,[]
mfercoin,mfer,mfercoin,10275433,1449,[]
camelot-token,grail,Camelot Token,10359966,1447,[]
veno-finance,vno,Veno Finance,10371203,1448,[]
dmail-network,dmail,Dmail Network,10377087,1446,[]
upcx,upc,UPCX,10401271,1444,[]
pibble,pib,Pibble,10407672,1445,[]
unlend-finance,uft,UniLend Finance,10432968,1443,[]
bad-idea-ai,bad,Bad Idea AI,10434405,1442,[]
galatasaray-fan-token,gal,Galatasaray Fan Token,10477883,1441,[]
partisia-blockchain,mpc,Partisia Blockchain,10493876,1440,[]
zeta,zex,Zeta,10528358,1437,[]
openfabric,ofn,Openfabric AI,10543563,1439,[]
solcasino-token,scs,Solcasino Token,10551487,1438,[]
juventus-fan-token,juv,Juventus Fan Token,10589375,1434,[]
streamflow,stream,Streamflow,10590154,1436,[]
zkml,zkml,zKML,10616126,1435,[]
dream-machine-token,dmt,Dream Machine Token,10629970,1431,[]
nibiru,nibi,Nibiru,10642038,1430,[]
sei-fastusd,fastusd,Sei fastUSD,10645167,1432,[]
trustswap,swap,TrustSwap,10681690,1429,[]
stader-bnbx,bnbx,Stader BNBx,10720639,1428,[]
tectum,tet,Tectum,10760654,1425,[]
fulcrom,ful,Fulcrom,10776710,1427,[]
observer-coin,obsr,Observer,10778451,1423,[]
galeon,galeon,Galeon,10816092,1421,[]
onbuff,lwa,LumiWave,10821170,1424,[]
mileverse,mvc,MileVerse,10826925,1414,[]
peipeicoin-vip,peipei,PeiPei,10832884,1419,[]
yfii-finance,yfii,DFI.money,10833865,1420,[]
shiba-inu-treat,treat,Shiba Inu Treat,10834243,1417,[]
octus-bridge,bridge,Octus Bridge,10875744,1418,[]
wazirx,wrx,WazirX,10900078,1416,[]
kleros,pnk,Kleros,10916942,1412,[]
telos,tlos,Telos,42378719,716,[]
lea-ai,lea,LEA AI,5085675,1859,[]
subsquid,sqd,SQD,42481555,715,[]
megalink,mg8,Megalink,5089739,1858,[]
thala-apt,thapt,Thala APT,42984917,714,[]
snpad,snpad,SNPad,5090392,1857,[]
elastos,ela,Elastos,43044369,713,[]
solanium,slim,Solanium,5099812,1856,[]
zedxion,zedxion,Zedxion,43127820,711,[]
gertrudedatapig,gdp,GertrudeDataPig,5102866,1855,[]
saga-2,saga,Saga,43201567,710,[]
alpha-city,ameta,Alpha City,5109732,1854,[]
taraxa,tara,Taraxa,43292086,712,[]
we-love-t,tits,We Love Tits,5111275,1853,[]
888-token,888,888,5114226,1852,[]
sweatcoin,sweat,Sweat Economy,43716035,708,[]
beets,beets,Beets,5120804,1851,[]
griffain,griffain,GRIFFAIN,43898291,707,[]
bitbonk,bbonk,BitBonk,5121775,1850,[]
rif-token,rif,RSK Infrastructure Framework,44262007,706,[]
bytecoin,bcn,Bytecoin,5126622,1849,[]
edu-coin,edu,Open Campus,44494564,705,[]
solanahub-staked-sol,hubsol,SolanaHub staked SOL,5135295,1848,[]
origin-protocol,ogn,Origin Token,44515565,704,[]
blendr-network,blendr,Blendr Network,5142230,1847,[]
bitcoin-gold,btg,Bitcoin Gold,44664691,703,[]
draggin-karma-points,dkp,Draggin Karma Points,5144270,1846,[]
solidus-aitech,aitech,Solidus Ai Tech,44751628,702,[]
atlas-navi,navi,Atlas Navi,5144744,1845,[]
societe-generale-forge-eurcv,eurcv,EUR CoinVertible,44824565,701,[]
zambesigold,zgd,ZambesiGold,5153052,1844,[]
silo-finance,silo,Silo Finance,45070909,700,[]
paragonsdao,pdt,ParagonsDAO,5162465,1843,[]
aleph-zero,azero,Aleph Zero,45322555,699,[]
stool-prisondente,jailstool,Stool Prisondente,5164323,1842,[]
strike,strike,Strike,45396852,698,[]
synapse-2,syn,Synapse,45539859,696,[]
stride-staked-osmo,stosmo,Stride Staked Osmo,5179291,1840,[]
