id,symbol,name,market_cap,current_price
phicoin,phi,Phicoin,1298425.0,0.00616764
gummy,gummy,GUMMY,1298282.0,0.00163795
crowny-token,crwny,Crowny,1296946.0,0.0018512
mch-coin,mchc,MCH Coin,1296188.0,0.03521201
bondly,bondly,Forj,1294071.0,0.00131711
pizabrc,piza,PIZA (Ordinals),1293365.0,0.061569
cute-asian-girl,cag,Cute Asian Girl,1292247.0,0.00129142
oscar,oscar,OSCAR,1291379.0,0.00143837
assetmantle,mntl,AssetMantle,1290788.0,0.000649
okayeg,okayeg,Okayeg,1290069.0,3.07e-06
ufc-fan-token,ufc,UFC Fan Token,1289972.0,0.532701
particl,part,Particl,1289680.0,0.087429
solxencat,xencat,SolXenCat,1289636.0,0.00128968
infinitybit-token,ibit,InfinityBit Token,1288067.0,0.00034634
sin-city,sin,Sinverse,1287441.0,0.0016801
expert_money,expert,EXPERT_MONEY,1286085.0,0.00155969
sobull,sobull,SoBULL [OLD],1285270.0,0.0013027
hemule,hemule,Hemule,1282292.0,0.00131043
crowdswap,crowd,CrowdSwap,1001339.0,0.00301195
zoid-pay,zpay,ZoidPay,1000129.0,0.00255435
icommunity,icom,iCommunity,1000089.0,0.01658522
internet-doge,idoge,Internet Doge,999100.0,1.001
xmon,xmon,XMON,998851.0,395.86
bitsong,btsg,BitSong,996584.0,0.00827126
pillar,plr,Pillar,996072.0,0.00384669
binstarter,bsr,BinStarter,994638.0,0.02647324
quick-intel,qkntl,Quick Intel,993984.0,0.01243548
dinolfg,dino,DinoLFG,993797.0,0.00318004
beebase,bee,BeeBase,990691.0,4.72e-06
ripples,rpls,Ripples,988513.0,0.01164115
mbd-financials,mbd,MBD Financials,988417.0,3.809e-05
lif3-lshare,lshare,LIF3 LSHARE (OLD),988052.0,33.9
solmax,solmax,SOLMAX,987333.0,3.14
dastra-network,dan,Dastra Network,986405.0,0.00782597
plyr-l1,plyr,PLYR L1,986397.0,0.01112531
degen-capital-by-virtuals,degenc,Degen Capital by Virtuals,985994.0,0.00098668
based,based,BASED,984692.0,0.00098142
follow-token,folo,Alpha Impact,984123.0,0.00339353
proof-platform,proof,PROOF Platform,984043.0,0.112643
shifu,shifu,Shifu,983997.0,1.076e-05
kintsugi,kint,Kintsugi,983280.0,0.323426
resonator,rsn,Resonator,983003.0,0.00983003
feathercoin,ftc,Feathercoin,982229.0,0.00343985
brla-digital-brla,brla,BRLA Digital BRLA,981751.0,0.168262
beni,beni,Beni,980701.0,0.00098898
empowa,emp,Empowa,978466.0,0.02733527
blinks-gg,bgg1,Blinks.gg,978168.0,0.00097822
super-trump,strump,Super Trump,977346.0,0.00041723
the1,the1,The1,977257.0,0.00097726
goztepe-s-k-fan-token,goz,Göztepe S.K. Fan Token,976428.0,0.29795
merlinswap,mp,MerlinSwap,975756.0,0.00031023
style-protocol-2,style,STYLE Token,975591.0,0.00119751
brian,brian,Brian,972936.0,0.00100094
defi-kingdoms-crystal,crystal,DeFi Kingdoms Crystal,972744.0,0.00647189
certaik-by-virtuals,certai,CertaiK by Virtuals,971441.0,0.00097356
gpu-ai-rich,rich,GPU ai Rich,970633.0,0.00099673
bridged-usdc-re-al,usdc,LayerZero Bridged USDC (re.al),970487.0,1.0
tomo-cat,tomo,Tomo Cat,970376.0,0.00106778
ballz-of-steel,ballz,Ballz of Steel,970128.0,0.00097162
befe,befe,BEFE,970021.0,1.03e-05
zeitgeist,ztg,Zeitgeist,968794.0,0.01077438
tensorium,tnsr,Tensorium,968598.0,0.00096873
pepe-sol,pepe,Pepe on SOL,968051.0,0.00096805
pepebrc,pepe,PEPE (Ordinals),966890.0,0.02308909
amaterasu,ama,Amaterasu,966037.0,0.00966037
glorp,glorp,Glorp,965553.0,0.00097047
dose-token,dose,DOSE,965100.0,0.00029478
flamengo-fan-token,mengo,Flamengo Fan Token,963795.0,0.125024
gold-fever-native-gold,ngl,Gold Fever Native Gold,962655.0,0.0234959
putincoin,put,PUTinCoin,962487.0,0.00043817
libertum,lbm,Libertum,959806.0,0.01683847
avaocado-dao,avg,Avocado DAO,959430.0,0.00721038
hermy-the-stallion,hermy,Hermy The Stallion,958778.0,0.00099955
nexion,neon,NEXION,958758.0,0.00112327
clapcat,$clap,CLAPCAT,958570.0,0.00099839
foxpool,fox2,FoxPool,958107.0,0.00084044
bitsmiley,smile,bitSmiley,957454.0,0.0391975
honk,honk,Honk,957347.0,0.00096743
free-speech-2,x,Free Speech,956700.0,0.0010185
emilia,emilia,Emilia,955944.0,0.00100774
balls-of-fate,bof,Balls of Fate,955374.0,0.00097485
preme-token,preme,PREME Token,954235.0,0.00802473
skycoin,sky,Skycoin,954056.0,0.04251134
polker,pkr,Polker,953350.0,0.00172443
goosefx,gofx,GooseFX,950752.0,0.00274537
super-anon,anon,Anon,950671.0,0.00095443
xoxno,xoxno,XOXNO,950473.0,0.03974775
milli-coin,milli,MILLI,948764.0,3.17e-06
badcatsol,$badcat,BADCATsol,948754.0,0.00122194
mineable,mnb,Mineable,947971.0,0.00157531
velaspad,vlxpad,VelasPad,946596.0,0.00218117
booh-world-sol,booh,Booh World (SOL),944666.0,0.01051548
bonsai-coin,bonsaicoin,Bonsai Coin,943788.0,5.5411e-08
ton-fish-memecoin,fish,TON FISH MEMECOIN,942715.0,3.138e-09
falx,falx,FALX,942330.0,9.411e-05
shibwifhatcoin,shib,Shibwifhatcoin,941000.0,0.00094676
hiero-terminal,hterm,Hiero Terminal,939936.0,0.00115807
sender-ai,asi,Sender AI,939212.0,0.01950688
integritee,teer,Integritee,938857.0,0.235993
aria,aria,Aria,938350.0,0.00134161
goat-protocol,goa,Goat Protocol,937802.0,2.16
soarchain,soar,Soarchain,936802.0,0.00930623
data-bot,data,DataBot,936007.0,0.00100852
flowerai,flower,FlowerAI,934708.0,0.00093526
celer-bridged-weth-astar,weth,Celer Bridged WETH (Astar),931388.0,2254.49
spacefalcon,fcon,SpaceFalcon,931252.0,5.371e-05
normilio,normilio,Normilio,930840.0,0.00102102
honey-is-money,him,Honey Is Money,929020.0,0.00109057
maxity,max,Maxity,927967.0,0.00637731
ghost-by-mcafee,ghost,Ghost,927953.0,0.03456617
kendo-ai,$realkendo,Kendo AI,927374.0,0.00093065
andromeda-2,andr,Andromeda,926079.0,0.0105272
kim-token,kim,KIM Token,925682.0,0.00092574
calvin-in-the-cabal,calvin,Calvin in the Cabal,924914.0,0.00092497
chromia-s-eval-by-virtuals,eval,Chromia's EVAL by Virtuals,924447.0,0.00092445
dogecast,dogecast,Dogecast,923994.0,0.00092268
paysenger-ego,ego,Paysenger EGO,922914.0,0.0085389
paperclip-ai,paperclips,Paperclip AI,922909.0,0.00107535
coinbarpay,cbpay,CoinbarPay,922871.0,0.000251
kwantxbt,kwant,kwantxbt,922507.0,0.00099207
baseswap,bswap,BaseSwap,922027.0,0.128158
kai-ken,kai,Kai Ken,921095.0,2.198e-09
vnx-gold,vnxau,VNX Gold,920494.0,91.05
wam,wam,Wam,920318.0,0.00135522
polkamarkets,polk,Polkamarkets,919667.0,0.00919286
bai-stablecoin,bai,BAI Stablecoin,919617.0,0.998125
ekko-platform,ekko,EKKO-Platform,919500.0,0.00093184
antfarm-token,atf,Antfarm Token,917585.0,0.093531
factor,fctr,Factor,916990.0,0.061226
moai,moai,MOAI,916414.0,0.0091672
zap,zap,Zap,916371.0,0.00199365
bridge-oracle,brg,Bridge Oracle,916141.0,0.00011456
crt-ai-network,crtai,CRT AI Network,916139.0,0.00196549
uno-re,uno,Lunos,915653.0,0.00686009
gen-z-quant,quant,Gen Z Quant,915599.0,0.00091546
web3war,fps,web3war,915194.0,0.02589674
nasdaq420,nasdaq420,Nasdaq420,913687.0,0.00091369
official-ray-lewis,fit,OFFICIAL RAY LEWIS,913648.0,0.00092224
treecle,trcl,Treecle,913369.0,0.00091768
lucky-dog,lucky,Lucky Dog,912709.0,0.00011735
j3ff-by-virtuals,j3ff,J3FF by Virtuals,911004.0,0.000911
pike-finance,p,Pike Finance,910727.0,0.00395824
nest-ai-by-virtuals,nest,Nest AI by Virtuals,907396.0,0.0009074
algorix-alor,alor,Algorix (ALOR),907323.0,0.072412
rmrk,rmrk,RMRK,906880.0,0.100317
bifi,bifi,BiFi,905909.0,0.00155093
triad,trd,Triad,905779.0,0.080585
affyn,fyn,Affyn,904756.0,0.00244898
pleasure-coin,nsfw,Pleasure Coin,902927.0,1.439e-05
sora-validator-token,val,Sora Validator,902040.0,0.01519916
neos-ai,neos,Neos.ai,901707.0,0.00901322
zynecoin,zyn,Zynecoin,899826.0,0.02580221
duck-ai,duckai,Duck AI,899552.0,0.00089962
bnb-agents,bnbai,BNB Agents,899157.0,0.00129656
libra-3,comswapwlibra,Comswap Wrapped LIBRA,898228.0,0.00010792
zaya-ai,zai,ZAYA AI,896229.0,0.050393
trubadger,trubgr,TruBadger,895626.0,2.036e-09
analos,analos,analoS,894577.0,9.1e-06
artificial-neural-network,neural,Artificial Neural Network,894549.0,0.881902
sail-2,sail,Clipper SAIL,894375.0,0.00160345
eden-3,edn,Eden,894271.0,0.00127968
blockchain-bets,bcb,Blockchain Bets,893977.0,0.00101475
equitypay,eqpay,EquityPay,890856.0,0.071491
amulet-protocol,amu,Amulet Protocol,888204.0,0.00160444
estee,estee,Estee,887792.0,2.11e-06
hami,$hami,HAMI,886991.0,0.00088086
dna,dna,DNA,886857.0,2.1389e-11
sandy-codex,sandy,Sandy Codex,885607.0,0.00106479
mind-language,mnd,Mind,885262.0,0.00914053
sports-analyst-ai,sport,Sports Analyst AI,885030.0,0.04586334
pegaxy-stone,pgx,Pegaxy,884283.0,0.00201084
the-winkyverse,wnk,Winkies,884001.0,0.00016242
believe-in-something,bis,Believe In Something,882464.0,0.00088317
choise,cho,Choise.ai,881815.0,0.00805547
chain4energy,c4e,Chain4Energy,881748.0,0.01199711
xy-finance,xy,XY Finance,879999.0,0.02614896
gym-network,gymnet,Gym Network,879161.0,0.00704451
adrise,rise,AdRise,876768.0,0.01096413
spintria,sp,Spintria,876102.0,0.01699049
buildai,build,BuildAI,875512.0,0.098896
mintra,mint,Mintra,874884.0,0.00036788
kibble,kibble,Kibble,874454.0,0.00509875
stability-world-ai,aiw,Stability World AI,873878.0,0.00263821
peeking-duck,qwack,PEEKING DUCK,872833.0,0.00087285
octonetai,octo,OctonetAI,872659.0,0.00872799
lit,lit,LIT,872631.0,1.708e-05
alphaarc,alpha,AlphaArc,872038.0,0.00087232
astrolescent,astrl,Astrolescent,871728.0,0.053154
gochu,gochu,Gochu,871616.0,0.00087245
toad-killer,$toad,Toad Killer,871524.0,2.072e-09
unicorn-ultra,u2u,U2U Network,871062.0,0.00607025
preon-star,star,Star,870522.0,0.997133
kira-the-injective-cat,kira,Kira the Injective Cat,870390.0,1.261e-05
andyerc,andy,AndyBlast,869910.0,0.00893552
coq-ai,coqai,COQ AI,869578.0,0.00124228
b-cube-ai,bcube,B-cube.ai,869023.0,0.04312911
woofwork-io,woof,WoofWork.io,868797.0,0.00011003
kitty-on-opnet,kitty,KITTY•ON•OPNET,867347.0,0.04130225
dogcoin-2,dcoin,Dogcoin,865976.0,0.0008572
e4c,e4c,E4C,864016.0,0.00993065
atehun,atehun,ATEHUN,861691.0,0.949038
kittekoin,koin,Kittekoin,861409.0,0.00164529
chain-key-usdt,ckusdt,Chain-key USDT,861358.0,0.992378
ertha,ertha,Ertha,861267.0,0.00071126
mixmob,mxm,MAXX AI,860005.0,0.00253355
aimalls,ait,AiMalls,859204.0,1.73
compound-0x,czrx,c0x,858676.0,0.0060495
orcfax,fact,Orcfax,857638.0,0.00486758
gny,gny,GNY,857562.0,0.0048113
checkdot,cdt,CheckDot,856800.0,0.116028
beenz,beenz,BEENZ,856299.0,0.00085643
gob-is-gob-is-gob,◨,GOB•IS•GOB•IS•GOB,854649.0,0.00054942
your-outie,outie,your outie,854039.0,0.00084988
raven-protocol,raven,Raven Protocol,852221.0,0.00019209
steakhut-finance,steak,SteakHut Finance,852159.0,0.504345
e-money,ngm,e-Money,851846.0,0.01076063
databroker-dao,dtx,DaTa eXchange DTX,851428.0,0.00378412
pomkori,kori,pomkori,850733.0,0.00084415
bread,brd,Bread,850337.0,0.00991354
cypher-genesis-runes,cypher,CYPHER•GENESIS (Runes),849386.0,0.0008506
picasso,pica,Picasso,849151.0,9.208e-05
fideum,fi,Fideum,848016.0,0.000212
ferma,ferma,Ferma,847813.0,0.076959
kiba-inu,kiba,Kiba Inu,847453.0,1.05e-06
multi-universe-central,muc,Multi Universe Central,847385.0,0.00193079
juggernaut,jgn,Juggernaut,846886.0,0.00846254
roastmaster9000,rm9000,Roastmaster9000,846532.0,0.00084665
nxt,nxt,NXT,846164.0,0.00084701
catalorian,catalorian,Catalorian,845584.0,0.00084558
dfyn-network,dfyn,Dfyn Network,844756.0,0.00439414
fujimoto,fuji,Fujimoto,843288.0,0.0008434
valhalla-index,odin,Odin Liquidity Network,843091.0,0.0044987
banx,banx,BANX,842766.0,5.625e-05
shree,shr,SHREE,842489.0,0.04161945
metazero,mzero,MetaZero,841611.0,0.00842805
amulet-staked-sol-2,amtsol,Amulet Staked SOL,841411.0,280.08
peezy-eth,peezy,Peezy (peezy.vip),840682.0,2.82e-06
razor-network,razor,Razor Network,840577.0,0.00149923
depay,depay,DePay,840303.0,0.126404
re7-cbbtc,re7cbbtc,Re7 cbBTC,839187.0,86611.0
toad-sol,$toad,Toad (SOL),838301.0,1.992e-09
storm-money,storm,Storm Money,838237.0,0.00085885
morra,morra,Morra,837913.0,0.00221608
3dpass,p3d,3DPass,837497.0,0.00197318
waneth,waneth,wanETH,837235.0,2243.79
phavercoin,social,Phavercoin,836248.0,0.00026126
metal-dollar,xmd,Metal Dollar,835992.0,0.999058
bnacoin,bna,Bnacoin,834546.0,0.00417273
amepay,ame,AME Chain,834517.0,0.00083566
teleswap,tswap,TeleSwap,833421.0,0.0008345
cheese-3,cheese,Cheese,833138.0,0.00083325
force-protocol,for,ForTube,832380.0,0.00147659
kunji-finance,knj,Kunji Finance,831877.0,0.02044247
gaia-everworld,gaia,Gaia Everworld,831284.0,0.00197141
eldarune,elda,Eldarune,831187.0,0.00325552
moby,moby,Moby,830218.0,0.02015265
convo,convo,Convo,829089.0,0.00082709
vps-ai,vps,VPS Ai,828775.0,0.00942544
quantum-biology-dao,qbio,Quantum Biology DAO,828719.0,0.00496146
zoo-world,zoo,Zoo World,828615.0,0.00082869
transhuman-coin,thc,Transhuman Coin,828357.0,0.00012128
iq50,iq50,IQ50,828107.0,1.64e-06
pussy-financial,pussy,Pussy Financial,827184.0,3.79e-06
stacktical,dsla,DSLA Protocol,824952.0,0.00014821
pyth-usdc,pythusdc,Pyth USDC,824824.0,1.035
shikoku,shik,Shikoku,824204.0,8.70642e-10
landwolf-2,wolf,Landwolf,823651.0,0.0019608
nifty-league,nftl,Nifty League,823622.0,0.00091397
neurahub,neura,Neurahub,1282272.0,0.0153329
aipump,aipump,aiPump,1281574.0,0.00306155
music-protocol,record,Music Protocol,1280639.0,0.00413429
trenchbuddy,trench,TrenchBuddy,1278290.0,0.00132662
kroma,kro,Kroma,1277546.0,0.01415696
probit-exchange,prob,Probit,1276630.0,0.04613653
xfinance,xfi,Xfinance,1276468.0,53.7
champignons-of-arborethia,champz,Champignons of Arborethia,1275469.0,0.00127456
bkokfi,bkok,BKOKFi,1274414.0,0.093037
satoshi-nakamoto,satoshi,Satoshi Nakamoto,1274132.0,0.60673
goldenrat,rats,GoldenRat,1270139.0,1.93e-06
artela-network,art,Artela Network,1270052.0,0.00964858
charli3,c3,Charli3,1268831.0,0.059222
tutellus,tut,Tutellus,1266851.0,0.01405306
fuku-2,fuku,Fuku,1264355.0,0.00126454
stride-staked-dydx,stdydx,Stride Staked DYDX,1263571.0,0.758359
0xsim-by-virtuals,sage,0xsim by Virtuals,1261983.0,0.00126181
weway,wwy,WeWay,1260403.0,0.00031168
xyro,xyro,XYRO,1260142.0,0.01220525
any-inu,ai,Any Inu,1259880.0,3e-06
soul-scanner,soul,Soul Scanner,1259403.0,1.26
hype3-cool,cool,HYPE3.cool,1258708.0,0.00125996
aura-on-sol,aura,aura,1257530.0,0.00130545
decentralized-etf,detf,Decentralized ETF,1255573.0,0.01255573
cyber-dog,cdog,Cyber Dog,1253643.0,0.00125364
aventa,avent,Aventa,1253319.0,0.00125332
asx-capital,asx,ASX Capital,1252791.0,0.18273
xalpha-ai,xalpha,XALPHA.AI,1250613.0,0.0125249
powsche,powsche,POWSCHE,1246359.0,0.01243581
elon-doge-token,edoge,ElonDoge.io,1246277.0,2.272e-09
salvator-mundi,mundi,Salvator Mundi,1245291.0,0.00124543
basketcoin,bskt,BasketCoin,1244438.0,0.154866
mongol-nft,mnft,Mongol NFT,1244033.0,8.72e-06
note-2,note,NOTE,1243492.0,0.059214
ashswap,ash,AshSwap,1242996.0,0.00396151
catboy-3,catboy,Catboy,1241941.0,0.0115465
neuron-icp,nicp,neuron ICP,1241802.0,6.94
neotech,neot,NeoTech,1239391.0,0.00496316
banana,banana,Banana,1239156.0,0.153451
cr0w-by-virtuals,crow,cr0w by Virtuals,1236772.0,0.00127835
kasper,kasper,Kasper,1233803.0,4.299e-05
hug,hug,HUG,1233640.0,1.681e-05
pirb,pirb,PIRB,1232763.0,0.01778468
polygon-zkevm-bridged-wbtc-polygon-zkevm,wbtc,Polygon zkEVM Bridged WBTC (Polygon zkEVM),1232140.0,85969.0
opx-live,opxl,OPX LIVE,1231706.0,0.00122955
ayin,ayin,Ayin,1227987.0,0.800169
neiro,neiro,Neiro,1227328.0,0.0012277
sroomai-dao,shr0,SroomAI DAO,1227143.0,0.001115
pepoclown,honk,Pepoclown,1226742.0,2.916e-09
bored-2,bored,BORED,1226017.0,0.00122602
astrovault,axv,Astrovault,1223320.0,0.01523779
geojam,jam,Geojam,1222925.0,0.00016148
agentaigo,agent,AgentAlgo,1220567.0,0.058331
avacoach,avac,AvaCoach,1219981.0,0.00162537
phoenic-token,pnic,Phoenic Token,1219562.0,0.0024659
apm-coin,apm,apM Coin,1219343.0,0.00336951
moss,moss,MOSS,1218379.0,0.00133404
etherfuse-ustry,ustry,Etherfuse USTRY,1217534.0,1.022
pups-ordinals,pups,PUPS (Ordinals) [OLD],1215783.0,0.156712
giveth,giv,Giveth,1215375.0,0.00393422
wecan,wecan,Wecan,1214753.0,0.00070593
blackrack,racks,BlackRack,1214545.0,0.00121467
merit-circle,mc,Merit Circle,1214411.0,0.102075
sentai-2,sentai,SENTAI,1211172.0,0.00121118
everton-fan-token,efc,Everton Fan Token,1210962.0,0.269618
tcc,tcc,TCC,1210681.0,0.00118769
4chan,4chan,4Chan,1209176.0,1.5709e-14
shiboo,shiboo,Shiboo,1208886.0,0.00012119
ixo,ixo,IXO,1205779.0,0.01392349
nodle-network,nodl,Nodle Network,1205545.0,0.00137611
occamfi,occ,OccamFi,1205071.0,0.04757782
based-chad,chad,Based Chad,1204752.0,1.739e-05
sensi,sensi,Sensi,1204525.0,0.00502482
oduwa-coin,owc,Oduwa Coin,1203726.0,0.077668
bitcoin-bro-bear-runes,bro,BITCOIN•BRO•BEAR (Runes),1202678.0,0.00120293
suicune-on-sui,hsui,Suicune,1201777.0,0.00490521
kite,kite,Kite,1195010.0,1.43
wai-combinator-by-virtuals,wai,WAI Combinator by Virtuals,1193405.0,0.00119416
interlay,intr,Interlay,1192601.0,0.00514038
reality-spiral,rsp,Reality Spiral,1192434.0,1.19e-06
blocx-2,blocx,BLOCX.,1192249.0,0.01112962
nibbles,nibbles,Nibbles,1192212.0,8.4e-06
zetachain-bridged-usdc-eth-zetachain,usdc.eth,ZetaChain Bridged USDC.ETH (ZetaChain),1191900.0,1.004
unstake-fi,nstk,Unstake,1191046.0,0.01832378
athenax9,aix9,AthenaX9,1189989.0,0.00317134
valencia-cf-fan-token,vcf,Valencia CF Fan Token,1189894.0,0.243001
holograph,hlg,Holograph,1187167.0,0.00077827
booshi,booshi,Booshi,1186561.0,0.00011866
phoenixcoin,pxc,Phoenixcoin,1185759.0,0.01287455
starheroes,star,StarHeroes,1185583.0,0.0115249
chainpal,cpal,Chainpal,1185217.0,0.155418
silent-notary,ubsn,Silent Notary,1183807.0,7.42e-06
carlo,carlo,Carlo,1183006.0,0.00118383
enosys,hln,Ēnosys,1182246.0,0.0223619
re7-usdt-morpho-vault,re7usdt,Re7 USDT Morpho Vault,1181615.0,1.11
sl-benfica-fan-token,benfica,SL Benfica Fan Token,1179019.0,0.737559
dog-with-apple-in-mouth,apple,dog with apple in mouth,1178448.0,0.00118013
helio-2,helio,Helio,1178223.0,0.0012638
vite,vite,Vite,1177208.0,0.00105683
5ire,5ire,5ire,1174853.0,0.00183264
umoja,umja,Umoja,1174380.0,0.00551096
baby-broccoli,babybroccoli,Baby Broccoli,1172942.0,0.00125387
hacash,hac,Hacash,1171679.0,0.963187
ramses-exchange,ram,Ramses Exchange,1171660.0,0.00816061
avery-games,avery,Avery Games,1170500.0,0.106409
jarvis-reward-token,jrt,Jarvis Reward,1169027.0,0.00294218
planet-token,planet,Planet Token,1168895.0,1.37e-06
biometric-financial,biofi,Biometric Financial,1168847.0,0.00028514
sol-bastard,soba,Sol Bastard,1168377.0,0.00130628
icompnet,cpt,iComPneT,1167610.0,0.027986
international-meme-fund,imf,International Meme Fund,1167373.0,0.0402391
smardex-wrapped-usdn,wusdn,SMARDEX WRAPPED USDN,1166747.0,1.027
skyhash,skh,Skyhash,1166732.0,0.059172
bridged-trueusd,tusd,Bridged TrueUSD,1165198.0,0.497661
early-radix,early,EARLY Radix,1162170.0,0.00116217
nektar-network,net,Nektar Network,1161173.0,0.00282903
hara-token,hart,Hara,1161150.0,0.00096785
fight,fight,FIGHT,1159503.0,0.00115972
acquire-fi,acq,Acquire.Fi,1159408.0,0.00399724
dexsport,desu,Dexsport,1159207.0,0.00605793
agents-ai,agent,Agents AI,1159153.0,0.00114994
jarvis-2,jarvis,Jarvis,1156689.0,0.02756049
as-monaco-fan-token,asm,AS Monaco Fan Token,1154098.0,0.344511
avarik-saga,avrk,Avarik Saga,1153583.0,0.01224034
reth2,reth2,rETH2,1152925.0,2183.37
level,lvl,Level,1146641.0,0.065953
drip,$drip,DRIP,1146125.0,0.01722395
pettai,aip,PettAI,1145607.0,0.00581042
nikolai,niko,NikolAI,1145492.0,0.00114643
hydra-3,hydra,HYDRA,1141943.0,1.39327e-07
tower,tower,Tower,1141580.0,0.00065287
pearl,pearl,Pearl,1141389.0,0.105686
artfi,artfi,ARTFI,1140148.0,0.00875062
speedy-2,speedy,Speedy,1138882.0,0.00113888
tokenomy,ten,Tokenomy,1138848.0,0.00987226
xswap-protocol,xsp,XSwap Protocol,1137917.0,0.00047477
chelon,chelon,CHELON,1137116.0,0.00119675
parex,prx,Parex,1136947.0,0.061049
prophet-of-ethereum,prophet,Prophet of Ethereum,1136482.0,0.00113648
dev-ai,devai,DEV AI,1136368.0,0.00113818
grape-2-2,grp,Grape,1133935.0,0.254591
sperax-usd,usds,Sperax USD,1133498.0,0.997414
degenerate-squid,sqdgn,Degenerate SQuiD,1133275.0,0.00113328
the-abyss,abyss,Abyss,1132695.0,0.00494642
history-of-pepe,hope,History of Pepe,1131551.0,0.00113229
just-a-lotto,$lotto,Just a LOTTO,1131423.0,0.00113294
_,gib,༼ つ ◕_◕ ༽つ,1131024.0,0.00114442
wombat-exchange,wom,Wombat Exchange,1129924.0,0.00446768
canxium,cau,Canxium,1128833.0,1.17
abds-token,abds,ABDS Token,1128315.0,0.092633
million,mm,Million,1126549.0,1.13
mind-ai,ma,Mind AI,1125546.0,0.01060446
jailbreakme,jail,JailbreakMe,1124632.0,0.00112574
hercules-token,torch,Hercules Token,1120972.0,0.358654
agi-alpha-agent,agialpha,AGI ALPHA AGENT,1120459.0,0.00112154
chengu,chengu,Chengu,1119937.0,0.00113354
crypterium,crpt,Crypterium,1119898.0,0.01319805
teleport-system-token,tst,Teleport System Token,1119413.0,0.00433988
meld,meld,MELD [OLD],1118969.0,0.00075507
kapital-dao,kap,KAP Games,1114001.0,0.00877672
arok-vc,arok,AROK.VC,1113252.0,0.0011134
taolie-coin,taolie,TAOlie Coin,1112464.0,0.00111222
volt-win,volt,VOLT.WIN,1111759.0,0.00194059
alchemist,mist,Alchemist,1110699.0,0.443144
convertible-jpy-token,cjpy,Convertible JPY Token,1110156.0,0.00522053
polytrader-by-virtuals,poly,Polytrader by Virtuals,1108202.0,0.0011104
bonsai-token,bonsai,Bonsai Token,1107887.0,0.00320805
watcoin,wat,WATCoin,1107843.0,8.604e-05
gemach,gmac,Gemach,1107461.0,0.0022182
talis-protocol,talis,Talis Protocol,1107170.0,0.00293423
boblles,bobls,Boblles,1104067.0,0.0011042
enigma,eng,Enigma,1103280.0,0.01333786
unvest,unv,Unvest,1102618.0,0.00141332
drop-staked-tia,dtia,Drop Staked TIA,1102595.0,4.23
8chan,8chan,8chan,1096309.0,0.00109727
what-do-you-meme,w3w,Web3 Whales,1093264.0,0.01169727
mars4,mars4,MARS4,1091835.0,0.00027334
aether-games,aeg,Aether Games,1089690.0,0.00343035
589-token,589,589,1088483.0,0.00020609
xpense-2,xpe,Xpense,1088335.0,0.05228
artem,artem,Artem,1087640.0,0.0027736
vector-finance,vtx,Vector Finance,1086459.0,0.01860506
ribbit-2,rbt,RIBBIT,1086426.0,2.67e-06
buying,buy,Buying.com,1086387.0,0.00159939
gainzy,$gnz,gAInzy,1085030.0,0.00120586
moomoo-token,moo,MooMoo Token,1080227.0,0.00133004
forkast,cgx,Forkast,1076960.0,0.00598582
quantixai,qai,QuantixAI,1076098.0,75.42
weirdo-2,weirdo,Weirdo,1075811.0,1.55e-05
walken,wlkn,Walken,1073864.0,0.0008359
manifold-finance,fold,Manifold Finance,1073027.0,0.554715
alongside-crypto-market-index,amkt,Alongside Crypto Market Index,1072775.0,241.99
exorde,exd,Exorde,1072594.0,0.02254698
aigentx,agx,AGIX,1072538.0,0.01072538
gekko-ai,gekko,Gekko AI by Virtuals,1071324.0,0.00107264
offshift,xft,Offshift,1070663.0,0.106354
maicrotrader,maicro,maicrotrader,1069071.0,0.00114954
klaus,klaus,KLAUS,1068776.0,0.00106878
bitoro-network,btoro,Bitoro,1064812.0,0.00532632
umoja-ybtc,ybtc,Umoja yBTC,1064315.0,85272.0
pentagon-games,pen,Pentagon Games,1063287.0,0.01075536
halo-2,hlo,Halo,1059702.0,0.00566478
green-satoshi-token-on-eth,gst-eth,STEPN Green Satoshi Token on ETH,1059223.0,0.01255691
sedra-coin,sdr,Sedra Coin,1057567.0,5.714e-05
whale-ecosystem,whale,Whale Ecosystem,1057465.0,0.050355
pyth-eth,pytheth,Pyth ETH,1056120.0,2274.9
lunr-token,lunr,LunarCrush,1054769.0,0.00703179
gm-ai,gm,GM.AI,1054578.0,0.00301308
jaihoz,jaihoz,Jaihoz by Virtuals,1053462.0,0.0010548
gameswap-org,gswap,Gameswap,1053455.0,0.120436
vibe-cat-2,vibe,Vibe Cat,1050965.0,0.00106994
cas9,crispr,Cas9,1050765.0,0.00105222
wozx,wozx,Efforce,1048047.0,0.00169401
rangers-protocol-gas,rpg,Rangers Protocol Gas,1042967.0,0.112073
official-usa-token,usa,Official USA Token,1041516.0,0.052126
boys-club,boys,Boys Club,1040918.0,1.04e-06
catana,catana,Catana,1040454.0,0.00104123
gifto,gft,Gifto,1039775.0,0.00046419
based-bario,bario,Based Bario,1039348.0,0.00103935
zulu-network,zulu,Zulu Network,1037064.0,0.00716998
ic-x,seer,Seers,1036482.0,0.03048475
ai16zeliza,eliza,ai16zeliza,1034361.0,0.0010766
aigg,$aigg,AIGG,1034007.0,0.00103573
flute,flut,Flute,1032351.0,0.00013421
xmoney,xmoney,XMONEY,1031762.0,0.00103851
